GOID,Date,publisher,title,Text,year
7757559970,2010-02-02,"Gannett Co., Inc.",Coverage of Adhd in 2010,"This 2010 article from Gannett Co., Inc. discusses ADHD, examining everyday experiences, educational challenges, and recent research on how to better support individuals with ADHD across school and work settings.",2010
4724591067,2010-06-09,Chicago Tribune Media Group,Coverage of Autism in 2010,"This 2010 article from Chicago Tribune Media Group discusses autism, examining everyday experiences, educational challenges, and recent research on how to better support individuals with autism across school and work settings.",2010
4484095420,2010-06-28,Chicago Tribune Media Group,Coverage of Autism in 2010,"This 2010 article from Chicago Tribune Media Group discusses autism, examining everyday experiences, educational challenges, and recent research on how to better support individuals with autism across school and work settings.",2010
1297904524,2011-01-12,Newsday LLC,Coverage of Adhd in 2011,"This 2011 article from Newsday LLC discusses ADHD, examining everyday experiences, educational challenges, and recent research on how to better support individuals with ADHD across school and work settings.",2011
6182669866,2011-02-13,Newsday LLC,Coverage of Adhd in 2011,"This 2011 article from Newsday LLC discusses ADHD, examining everyday experiences, educational challenges, and recent research on how to better support individuals with ADHD across school and work settings.",2011
5128282016,2011-06-17,New York Times Company,Coverage of Adhd in 2011,"This 2011 article from New York Times Company discusses ADHD, examining everyday experiences, educational challenges, and recent research on how to better support individuals with ADHD across school and work settings.",2011
5462312700,2011-08-30,"Gannett Co., Inc.",Coverage of Adhd in 2011,"This 2011 article from Gannett Co., Inc. discusses ADHD, examining everyday experiences, educational challenges, and recent research on how to better support individuals with ADHD across school and work settings.",2011
3688390411,2011-11-19,"Boston Globe Media Partners, LLC",Coverage of Autism in 2011,"This 2011 article from Boston Globe Media Partners, LLC discusses autism, examining everyday experiences, educational challenges, and recent research on how to better support individuals with autism across school and work settings.",2011
9895687504,2012-03-30,WP Company LLC d/b/a The Washington Post,Coverage of Autism in 2012,"This 2012 article from WP Company LLC d/b/a The Washington Post discusses autism, examining everyday experiences, educational challenges, and recent research on how to better support individuals with autism across school and work settings.",2012
8222475721,2012-03-30,WP Company LLC d/b/a The Washington Post,Coverage of Adhd in 2012,"This 2012 article from WP Company LLC d/b/a The Washington Post discusses ADHD, examining everyday experiences, educational challenges, and recent research on how to better support individuals with ADHD across school and work settings.",2012
8287430644,2012-04-23,New York Times Company,Coverage of Autism in 2012,"This 2012 article from New York Times Company discusses autism, examining everyday experiences, educational challenges, and recent research on how to better support individuals with autism across school and work settings.",2012
8793082785,2012-04-24,New York Times Company,Coverage of Autism in 2012,"This 2012 article from New York Times Company discusses autism, examining everyday experiences, educational challenges, and recent research on how to better support individuals with autism across school and work settings.",2012
3130464646,2012-07-14,Times Publishing Company,Coverage of Dyslexia in 2012,"This 2012 article from Times Publishing Company discusses dyslexia, examining everyday experiences, educational challenges, and recent research on how to better support individuals with dyslexia across school and work settings.",2012
4334668262,2013-04-06,Los Angeles Times Communications LLC,Coverage of Autism in 2013,"This 2013 article from Los Angeles Times Communications LLC discusses autism, examining everyday experiences, educational challenges, and recent research on how to better support individuals with autism across school and work settings.",2013
4223865800,2013-07-11,"Boston Globe Media Partners, LLC",Coverage of Dyslexia in 2013,"This 2013 article from Boston Globe Media Partners, LLC discusses dyslexia, examining everyday experiences, educational challenges, and recent research on how to better support individuals with dyslexia across school and work settings.",2013
4450924308,2013-09-06,"Gannett Co., Inc.",Coverage of Dyslexia in 2013,"This 2013 article from Gannett Co., Inc. discusses dyslexia, examining everyday experiences, educational challenges, and recent research on how to better support individuals with dyslexia across school and work settings.",2013
7708166367,2014-02-06,Los Angeles Times Communications LLC,Coverage of Autism in 2014,"This 2014 article from Los Angeles Times Communications LLC discusses autism, examining everyday experiences, educational challenges, and recent research on how to better support individuals with autism across school and work settings.",2014
9171402512,2014-03-03,Los Angeles Times Communications LLC,Coverage of Dyslexia in 2014,"This 2014 article from Los Angeles Times Communications LLC discusses dyslexia, examining everyday experiences, educational challenges, and recent research on how to better support individuals with dyslexia across school and work settings.",2014
4888585960,2014-03-17,Los Angeles Times Communications LLC,Coverage of Adhd in 2014,"This 2014 article from Los Angeles Times Communications LLC discusses ADHD, examining everyday experiences, educational challenges, and recent research on how to better support individuals with ADHD across school and work settings.",2014
2374602581,2014-07-06,WP Company LLC d/b/a The Washington Post,Coverage of Dyslexia in 2014,"This 2014 article from WP Company LLC d/b/a The Washington Post discusses dyslexia, examining everyday experiences, educational challenges, and recent research on how to better support individuals with dyslexia across school and work settings.",2014
2371441606,2014-10-11,WP Company LLC d/b/a The Washington Post,Coverage of Dyslexia in 2014,"This 2014 article from WP Company LLC d/b/a The Washington Post discusses dyslexia, examining everyday experiences, educational challenges, and recent research on how to better support individuals with dyslexia across school and work settings.",2014
4231423971,2015-02-22,Times Publishing Company,Coverage of Adhd in 2015,"This 2015 article from Times Publishing Company discusses ADHD, examining everyday experiences, educational challenges, and recent research on how to better support individuals with ADHD across school and work settings.",2015
1393866308,2015-04-09,Los Angeles Times Communications LLC,Coverage of Dyslexia in 2015,"This 2015 article from Los Angeles Times Communications LLC discusses dyslexia, examining everyday experiences, educational challenges, and recent research on how to better support individuals with dyslexia across school and work settings.",2015
1487326758,2015-04-19,WP Company LLC d/b/a The Washington Post,Coverage of Adhd in 2015,"This 2015 article from WP Company LLC d/b/a The Washington Post discusses ADHD, examining everyday experiences, educational challenges, and recent research on how to better support individuals with ADHD across school and work settings.",2015
8008687470,2015-05-24,New York Times Company,Coverage of Dyslexia in 2015,"This 2015 article from New York Times Company discusses dyslexia, examining everyday experiences, educational challenges, and recent research on how to better support individuals with dyslexia across school and work settings.",2015
9455295726,2016-03-16,"Boston Globe Media Partners, LLC",Coverage of Adhd in 2016,"This 2016 article from Boston Globe Media Partners, LLC discusses ADHD, examining everyday experiences, educational challenges, and recent research on how to better support individuals with ADHD across school and work settings.",2016
7191326340,2016-06-11,Newsday LLC,Coverage of Autism in 2016,"This 2016 article from Newsday LLC discusses autism, examining everyday experiences, educational challenges, and recent research on how to better support individuals with autism across school and work settings.",2016
9479331513,2016-08-10,Times Publishing Company,Coverage of Dyslexia in 2016,"This 2016 article from Times Publishing Company discusses dyslexia, examining everyday experiences, educational challenges, and recent research on how to better support individuals with dyslexia across school and work settings.",2016
1955958439,2017-06-19,New York Times Company,Coverage of Autism in 2017,"This 2017 article from New York Times Company discusses autism, examining everyday experiences, educational challenges, and recent research on how to better support individuals with autism across school and work settings.",2017
5656203270,2017-06-23,Times Publishing Company,Coverage of Adhd in 2017,"This 2017 article from Times Publishing Company discusses ADHD, examining everyday experiences, educational challenges, and recent research on how to better support individuals with ADHD across school and work settings.",2017
8889699769,2017-09-10,Newsday LLC,Coverage of Dyslexia in 2017,"This 2017 article from Newsday LLC discusses dyslexia, examining everyday experiences, educational challenges, and recent research on how to better support individuals with dyslexia across school and work settings.",2017
5644357636,2018-01-29,WP Company LLC d/b/a The Washington Post,Coverage of Autism in 2018,"This 2018 article from WP Company LLC d/b/a The Washington Post discusses autism, examining everyday experiences, educational challenges, and recent research on how to better support individuals with autism across school and work settings.",2018
9125635354,2018-05-02,Los Angeles Times Communications LLC,Coverage of Adhd in 2018,"This 2018 article from Los Angeles Times Communications LLC discusses ADHD, examining everyday experiences, educational challenges, and recent research on how to better support individuals with ADHD across school and work settings.",2018
2001706917,2018-12-05,Newsday LLC,Coverage of Dyslexia in 2018,"This 2018 article from Newsday LLC discusses dyslexia, examining everyday experiences, educational challenges, and recent research on how to better support individuals with dyslexia across school and work settings.",2018
9187729753,2019-01-19,Newsday LLC,Coverage of Adhd in 2019,"This 2019 article from Newsday LLC discusses ADHD, examining everyday experiences, educational challenges, and recent research on how to better support individuals with ADHD across school and work settings.",2019
3542142764,2019-05-12,WP Company LLC d/b/a The Washington Post,Coverage of Autism in 2019,"This 2019 article from WP Company LLC d/b/a The Washington Post discusses autism, examining everyday experiences, educational challenges, and recent research on how to better support individuals with autism across school and work settings.",2019
4781117269,2019-05-25,Times Publishing Company,Coverage of Autism in 2019,"This 2019 article from Times Publishing Company discusses autism, examining everyday experiences, educational challenges, and recent research on how to better support individuals with autism across school and work settings.",2019
5536788025,2020-05-27,New York Times Company,Coverage of Dyslexia in 2020,"This 2020 article from New York Times Company discusses dyslexia, examining everyday experiences, educational challenges, and recent research on how to better support individuals with dyslexia across school and work settings.",2020
7410776002,2020-06-21,"Gannett Co., Inc.",Coverage of Autism in 2020,"This 2020 article from Gannett Co., Inc. discusses autism, examining everyday experiences, educational challenges, and recent research on how to better support individuals with autism across school and work settings.",2020
2740329713,2020-08-07,Newsday LLC,Coverage of Dyslexia in 2020,"This 2020 article from Newsday LLC discusses dyslexia, examining everyday experiences, educational challenges, and recent research on how to better support individuals with dyslexia across school and work settings.",2020
2610056894,2020-11-07,Los Angeles Times Communications LLC,Coverage of Dyslexia in 2020,"This 2020 article from Los Angeles Times Communications LLC discusses dyslexia, examining everyday experiences, educational challenges, and recent research on how to better support individuals with dyslexia across school and work settings.",2020
4533857662,2020-12-26,Newsday LLC,Coverage of Dyslexia in 2020,"This 2020 article from Newsday LLC discusses dyslexia, examining everyday experiences, educational challenges, and recent research on how to better support individuals with dyslexia across school and work settings.",2020
7169015412,2021-05-14,Newsday LLC,Coverage of Autism in 2021,"This 2021 article from Newsday LLC discusses autism, examining everyday experiences, educational challenges, and recent research on how to better support individuals with autism across school and work settings.",2021
2385927470,2021-05-29,"Boston Globe Media Partners, LLC",Coverage of Dyslexia in 2021,"This 2021 article from Boston Globe Media Partners, LLC discusses dyslexia, examining everyday experiences, educational challenges, and recent research on how to better support individuals with dyslexia across school and work settings.",2021
5347170347,2021-06-22,Los Angeles Times Communications LLC,Coverage of Autism in 2021,"This 2021 article from Los Angeles Times Communications LLC discusses autism, examining everyday experiences, educational challenges, and recent research on how to better support individuals with autism across school and work settings.",2021
1931188016,2022-01-14,Newsday LLC,Coverage of Autism in 2022,"This 2022 article from Newsday LLC discusses autism, examining everyday experiences, educational challenges, and recent research on how to better support individuals with autism across school and work settings.",2022
3246688145,2022-02-16,Times Publishing Company,Coverage of Dyslexia in 2022,"This 2022 article from Times Publishing Company discusses dyslexia, examining everyday experiences, educational challenges, and recent research on how to better support individuals with dyslexia across school and work settings.",2022
2086584483,2022-08-15,WP Company LLC d/b/a The Washington Post,Coverage of Dyslexia in 2022,"This 2022 article from WP Company LLC d/b/a The Washington Post discusses dyslexia, examining everyday experiences, educational challenges, and recent research on how to better support individuals with dyslexia across school and work settings.",2022
5264751306,2022-09-09,Newsday LLC,Coverage of Adhd in 2022,"This 2022 article from Newsday LLC discusses ADHD, examining everyday experiences, educational challenges, and recent research on how to better support individuals with ADHD across school and work settings.",2022
4930987466,2023-01-12,New York Times Company,Coverage of Adhd in 2023,"This 2023 article from New York Times Company discusses ADHD, examining everyday experiences, educational challenges, and recent research on how to better support individuals with ADHD across school and work settings.",2023
6962567303,2023-07-05,New York Times Company,Coverage of Adhd in 2023,"This 2023 article from New York Times Company discusses ADHD, examining everyday experiences, educational challenges, and recent research on how to better support individuals with ADHD across school and work settings.",2023
5184993832,2023-08-16,Times Publishing Company,Coverage of Autism in 2023,"This 2023 article from Times Publishing Company discusses autism, examining everyday experiences, educational challenges, and recent research on how to better support individuals with autism across school and work settings.",2023
3993270325,2023-09-16,"Gannett Co., Inc.",Coverage of Dyslexia in 2023,"This 2023 article from Gannett Co., Inc. discusses dyslexia, examining everyday experiences, educational challenges, and recent research on how to better support individuals with dyslexia across school and work settings.",2023
9376953567,2023-09-29,Chicago Tribune Media Group,Coverage of Autism in 2023,"This 2023 article from Chicago Tribune Media Group discusses autism, examining everyday experiences, educational challenges, and recent research on how to better support individuals with autism across school and work settings.",2023
1572025740,2024-02-15,New York Times Company,Coverage of Dyslexia in 2024,"This 2024 article from New York Times Company discusses dyslexia, examining everyday experiences, educational challenges, and recent research on how to better support individuals with dyslexia across school and work settings.",2024
5433763262,2024-05-24,Newsday LLC,Coverage of Autism in 2024,"This 2024 article from Newsday LLC discusses autism, examining everyday experiences, educational challenges, and recent research on how to better support individuals with autism across school and work settings.",2024
2329410976,2024-07-30,"Gannett Co., Inc.",Coverage of Autism in 2024,"This 2024 article from Gannett Co., Inc. discusses autism, examining everyday experiences, educational challenges, and recent research on how to better support individuals with autism across school and work settings.",2024
3940898011,2024-08-27,Chicago Tribune Media Group,Coverage of Dyslexia in 2024,"This 2024 article from Chicago Tribune Media Group discusses dyslexia, examining everyday experiences, educational challenges, and recent research on how to better support individuals with dyslexia across school and work settings.",2024
9374326865,2024-09-12,Los Angeles Times Communications LLC,Coverage of Autism in 2024,"This 2024 article from Los Angeles Times Communications LLC discusses autism, examining everyday experiences, educational challenges, and recent research on how to better support individuals with autism across school and work settings.",2024
1707957764,2025-04-29,"Boston Globe Media Partners, LLC",Coverage of Adhd in 2025,"This 2025 article from Boston Globe Media Partners, LLC discusses ADHD, examining everyday experiences, educational challenges, and recent research on how to better support individuals with ADHD across school and work settings.",2025
9014683377,2025-09-08,New York Times Company,Coverage of Dyslexia in 2025,"This 2025 article from New York Times Company discusses dyslexia, examining everyday experiences, educational challenges, and recent research on how to better support individuals with dyslexia across school and work settings.",2025
5650369033,2025-11-08,"Boston Globe Media Partners, LLC",Coverage of Dyslexia in 2025,"This 2025 article from Boston Globe Media Partners, LLC discusses dyslexia, examining everyday experiences, educational challenges, and recent research on how to better support individuals with dyslexia across school and work settings.",2025
